Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Skoleform og rammer,Hvad er en specialefterskole?,300,en efterskole med et samlet særligt undervisningstilbud,en skole kun for elitesport,en skole uden lærere,en kommunal børnehave,,,
Skoleform og rammer,Hvad er en ordblindeefterskole særligt målrettet mod?,400,elever med ordblindhed,elever uden skolepligt,kun voksne lærere,børn under tre år,,,
Skoleform og rammer,"Kan en efterskole have en profil som idræt, musik eller internationalt udsyn?",500,ja,"nej, profiler er forbudt",kun efter 18-årsalderen,kun hvis skolen er et universitet,,,
Skoleform og rammer,"Hvem fører statsligt tilsyn med, at frie kostskoler følger lovgivningen?",600,Børne- og Undervisningsministeriets myndigheder,Danmarks Nationalbank,Forsvaret,Folkekirken alene,,,
Skoleform og rammer,Hvad er skolens værdigrundlag?,700,"de grundlæggende værdier, som mål og praksis bygger på",en liste over elevernes karakterer,en årsopgørelse fra banken,en menuplan,,,
Skoleform og rammer,Hvad betyder skolens frihed i fag og metoder?,800,at skolen kan vælge tilrettelæggelse inden for formål og stå mål med-krav,at den kan undlade al undervisning,at den kan udstede universitetsgrader,at den kan ignorere elevsikkerhed,,,
Hverdag og fællesskab,Hvad betyder det på mange skoler at være “weekendelev”?,100,at man bliver på skolen i en åben weekend,at man kun går i skole lørdag,at man er ansat i køkkenet,at man ikke har undervisning hele året,,,
Hverdag og fællesskab,Hvorfor kan fællessang have en særlig plads i efterskoletraditionen?,200,den skaber en fælles kulturel og kropslig aktivitet,den giver automatisk bedre karakterer,den erstatter alle samtaler,den er et lovkrav hver time,,,
Hverdag og fællesskab,"Hvad er en passende reaktion, hvis en elev føler sig mobbet?",300,at kontakte en betroet voksen hurtigt,at holde det hemmeligt,at svare med vold,at forlade skolen uden at sige noget,,,
Hverdag og fællesskab,Hvad er voksenansvar i et kostskolemiljø?,400,"at skabe sikkerhed, rammer og støtte hele døgnet",at overlade alle problemer til eleverne,at kun undervise mellem 8 og 14,at undgå kontakt uden for fag,,,
Hverdag og fællesskab,Hvad er det pædagogiske mål med at bo sammen med mange forskellige mennesker?,500,"at øve hensyn, selvstændighed og samarbejde",at undgå alle uenigheder,at lære at alle er ens,at erstatte familien permanent,,,
Hverdag og fællesskab,Hvad kan en værelsessamtale med en lærer bruges til?,600,"at afklare aftaler, trivsel og konflikter",at udstede eksamensbevis,at ændre national lov,at vælge skolens bestyrelse,,,
Hverdag og fællesskab,Hvad er den bedste forståelse af ansvar på efterskole?,700,at egne valg påvirker både en selv og fællesskabet,at voksne har aldrig ansvar,at regler kun gælder i timerne,at fælles opgaver er frivillige for alle,,,
"Fag, prøver og elevdemokrati",Hvad er et beslutningsreferat?,100,en skriftlig oversigt over vedtagne beslutninger,en privat dagbog,en prøvebesvarelse,en sangtekst,,,
"Fag, prøver og elevdemokrati",Hvad er et forslag i elevrådet?,200,"en sag, som medlemmerne kan drøfte og tage stilling til",en automatisk vedtaget regel,en officiel eksamen,en voksenansættelse,,,
"Fag, prøver og elevdemokrati",Hvad er et flertal?,300,den største andel af de afgivne stemmer,"alle, der ikke stemmer",kun formanden,mindst én person,,,
"Fag, prøver og elevdemokrati",Hvorfor er mindretalsbeskyttelse vigtig i demokrati?,400,flertallet må ikke tilsidesætte grundlæggende rettigheder,mindretallet skal altid bestemme,afstemninger bliver ulovlige,ingen må være uenig,,,
"Fag, prøver og elevdemokrati",Hvad er en klassesamtale med klare taleregler et eksempel på?,500,demokratisk dialog,ensidig propaganda,prøvefrihed,økonomisk støtte,,,
"Fag, prøver og elevdemokrati",Hvad er peer feedback?,600,respons fra andre elever,kun lærerens karakter,en forældrefaktura,en bestyrelsesvedtægt,,,
"Fag, prøver og elevdemokrati",Hvad er refleksion efter et projekt?,700,"at undersøge, hvad man lærte, og hvad der kan forbedres",at slette alt arbejde,at undgå feedback,at vælge nyt værelse,,,
