Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Rede og moderpleje,Hvad er det bedste princip ved redekontrol?,600,"kort, roligt og målrettet","længe, højt og med mange mennesker",kun én gang efter seks uger,altid med stærkt lys hele natten,,,
Rede og moderpleje,Hvad kan en unge med indsunken bug og vedvarende uro tyde på?,700,manglende diegivning,for meget pels,normal søvn,for tidlig kønsmodenhed,,,
Rede og moderpleje,"Hvad er et sikkert alternativ, hvis en mor ikke kan passe hele kuldet og en egnet diegivende hun findes?",800,fostring hos en anden hunkanin under faglig vejledning,opfodring på brød,placering hos et marsvin,fuld adskillelse uden varme,,,
Foder og sundhed,Hvilken form for afføring skal kaninen normalt æde direkte for at genoptage næringsstoffer?,100,cecotrofer,urinsten,hårboller,almindeligt grus,,,
Foder og sundhed,Hvilket vitamin fremstilles blandt andet af mikroorganismer i kaninens blindtarm og genoptages via cecotrofer?,200,B-vitaminer,D-vitamin fra sollys alene,vitamin K kun fra kød,vitamin A kun fra fisk,,,
Foder og sundhed,Hvad er en almindelig årsag til pludseligt nedsat appetit hos kaniner?,300,smerte,for meget motion alene,for lang søvn,for lav lydstyrke i rummet,,,
Foder og sundhed,Hvorfor skal en kanin med vejrtrækningsbesvær ses akut?,400,kaniner tåler iltmangel dårligt,de trækker normalt kun vejret én gang i timen,"det betyder altid, at de er glade",det skyldes altid pelsfarven,,,
Foder og sundhed,Hvilket organ er særligt stort og vigtigt for kaninens fermentering af fibre?,500,blindtarmen,galdeblæren,milten,bugspytkirtlen,,,
Foder og sundhed,Hvilken bevægelse af tarmen er afgørende for kaninens fordøjelse?,600,kontinuerlig motilitet,fuldstændig stilstand,ugentlig tømning,daglig opkastning,,,
Foder og sundhed,Hvilket udsagn om opkastning hos kaniner er korrekt?,700,kaniner kan praktisk taget ikke kaste op,kaniner kaster normalt op efter hvert måltid,kun unger kan kaste op,opkastning er nødvendig for at tygge drøv,,,
Adfærd og ansvarligt kaninhold,Hvilken indretning giver bedst mulighed for naturlig fødesøgning?,100,at sprede hø og urter i sikre områder,at servere alt i én dyb skål,at fjerne alle dufte,at give foder én gang om ugen,,,
Adfærd og ansvarligt kaninhold,Hvad er formålet med berigelse som tunneler og gravekasser?,200,at stimulere naturlig adfærd,at forhindre bevægelse,at erstatte artsfæller,at sløve tænderne med plastik,,,
Adfærd og ansvarligt kaninhold,Hvorfor bør små børn ikke have eneansvar for kaninunger?,300,"kaniner kræver voksen viden, økonomi og dagligt ansvar",børn kan ikke se kaniner,kaniner spiser kun om natten,unger behøver ingen pleje,,,
Adfærd og ansvarligt kaninhold,"Hvad er den ansvarlige løsning, hvis man ikke kan beholde et uplanlagt kuld?",400,"kontakte dyreværn eller seriøse, egnede hjem",sætte ungerne ud i naturen,give dem væk uden spørgsmål,holde dem skjult uden dyrlæge,,,
Adfærd og ansvarligt kaninhold,Hvorfor må tamkaniner ikke sættes fri i naturen?,500,de er dårligt rustet og kan skade eller blive syge,de bliver straks til harer,de finder altid automatisk et hjem,de kan ikke bevæge sig udendørs,,,
Adfærd og ansvarligt kaninhold,Hvad er et vigtigt første skridt før sammenføring af fremmede voksne kaniner?,600,neutralisering og kontrolleret introduktion,at sætte dem direkte i et lille bur,at fjerne alt hø,at holde dem uden skjul,,,
Adfærd og ansvarligt kaninhold,Hvad viser kaninen ved at slikke en artsfælle under social pelspleje?,700,tilknytning og pleje,altid dominansangreb,at den mangler vand,at den er ved at gå i dvale,,,
